Data TLB contains 2 sets.
Each set contains 1 entries.
Number of bits used for the index is 1.

Number of virtual pages is 8.
Number of physical pages is 8.
Each page contains 512 bytes.
Number of bits used for the page table index is 3.
Number of bits used for the page offset is 9.

D-cache contains 4 sets.
Each set contains 1 entries.
Each line is 16 bytes.
The cache uses a write-allocate and write-back policy.
Number of bits used for the index is 2.
Number of bits used for the offset is 4.

L2-cache contains 16 sets.
Each set contains 4 entries.
Each line is 16 bytes.
The cache uses a write-allocate and write-back policy.
Number of bits used for the index is 4.
Number of bits used for the offset is 4.

The addresses read in are virtual addresses.

Virtual  Virt.  Page TLB    TLB TLB  PT   Phys        DC  DC          L2  L2  
Address  Page # Off  Tag    Ind Res. Res. Pg # DC Tag Ind Res. L2 Tag Ind Res.
-------- ------ ---- ------ --- ---- ---- ---- ------ --- ---- ------ --- ----
00000095      0   95      0   0 hit          3     1a   1 miss      6   9 miss
00000f9d      7  19d      3   1 miss hit     2     16   1 miss      5   9 miss
00000b2d      5  12d      2   1 miss hit     0      4   2 miss      1   2 miss
00000e61      7   61      3   1 miss hit     2     11   2 miss      4   6 hit 
00000d81      6  181      3   0 miss hit     5     2e   0 miss      b   8 hit 
00000d2d      6  12d      3   0 hit          5     2c   2 miss      b   2 miss
00000030      0   30      0   0 miss hit     3     18   3 miss      6   3 hit 
00000ec6      7   c6      3   1 hit          2     13   0 miss      4   c miss
00000553      2  153      1   0 miss hit     7     3d   1 miss      f   5 miss
00000052      0   52      0   0 miss hit     3     19   1 miss      6   5 hit 
00000d04      6  104      3   0 miss hit     5     2c   0 miss      b   0 hit 
000007d1      3  1d1      1   1 miss hit     1      f   1 miss      3   d miss
00000184      0  184      0   0 miss hit     3     1e   0 miss      7   8 hit 
00000376      1  176      0   1 miss hit     6     35   3 miss      d   7 hit 
00000628      3   28      1   1 miss hit     1      8   2 miss      2   2 miss
00000d81      6  181      3   0 miss hit     5     2e   0 miss      b   8 hit 
00000f0b      7  10b      3   1 miss hit     2     14   0 miss      5   0 hit 
0000051c      2  11c      1   0 miss hit     7     3c   1 miss      f   1 hit 
0000078d      3  18d      1   1 miss hit     1      e   0 miss      3   8 hit 
0000090e      4  10e      2   0 miss hit     4     24   0 miss      9   0 miss
00000161      0  161      0   0 miss hit     3     1d   2 miss      7   6 hit 
00000dc2      6  1c2      3   0 miss hit     5     2f   0 miss      b   c hit 
00000f6c      7  16c      3   1 miss hit     2     15   2 miss      5   6 miss
0000084c      4   4c      2   0 miss hit     4     21   0 miss      8   4 miss
00000b91      5  191      2   1 miss hit     0      6   1 miss      1   9 hit 
000000ce      0   ce      0   0 miss hit     3     1b   0 miss      6   c miss
00000b31      5  131      2   1 hit          0      4   3 miss      1   3 miss
0000057e      2  17e      1   0 miss hit     7     3d   3 miss      f   7 miss
00000fbd      7  1bd      3   1 miss hit     2     16   3 miss      5   b miss
00000bfd      5  1fd      2   1 miss hit     0      7   3 miss      1   f miss
00000868      4   68      2   0 miss hit     4     21   2 miss      8   6 miss
0000027a      1   7a      0   1 miss hit     6     31   3 miss      c   7 miss
000003a0      1  1a0      0   1 hit          6     36   2 miss      d   a miss
000009d1      4  1d1      2   0 hit          4     27   1 miss      9   d miss
00000f32      7  132      3   1 miss hit     2     14   3 miss      5   3 miss
00000449      2   49      1   0 miss hit     7     39   0 miss      e   4 miss
00000dcd      6  1cd      3   0 miss hit     5     2f   0 miss      b   c hit 
00000737      3  137      1   1 miss hit     1      c   3 miss      3   3 miss
0000058d      2  18d      1   0 miss hit     7     3e   0 miss      f   8 miss
000004f9      2   f9      1   0 hit          7     3b   3 miss      e   f miss
000009ea      4  1ea      2   0 miss hit     4     27   2 miss      9   e miss
00000b7f      5  17f      2   1 miss hit     0      5   3 miss      1   7 miss
000007cf      3  1cf      1   1 miss hit     1      f   0 miss      3   c hit 
00000913      4  113      2   0 hit          4     24   1 miss      9   1 miss
00000ccd      6   cd      3   0 miss hit     5     2b   0 miss      a   c miss
0000074d      3  14d      1   1 hit          1      d   0 miss      3   4 miss
00000b6c      5  16c      2   1 miss hit     0      5   2 miss      1   6 miss
00000fae      7  1ae      3   1 miss hit     2     16   2 miss      5   a miss
00000eff      7   ff      3   1 hit          2     13   3 miss      4   f miss
000007b1      3  1b1      1   1 miss hit     1      e   3 miss      3   b miss
00000c6f      6   6f      3   0 hit          5     29   2 miss      a   6 miss
00000669      3   69      1   1 hit          1      9   2 miss      2   6 miss
0000033f      1  13f      0   1 miss hit     6     34   3 miss      d   3 miss
000006cb      3   cb      1   1 miss hit     1      b   0 miss      2   c miss
00000361      1  161      0   1 miss hit     6     35   2 miss      d   6 miss
00000d33      6  133      3   0 hit          5     2c   3 miss      b   3 miss
00000303      1  103      0   1 hit          6     34   0 miss      d   0 miss
00000476      2   76      1   0 miss hit     7     39   3 miss      e   7 miss
00000d46      6  146      3   0 miss hit     5     2d   0 miss      b   4 miss
000003e8      1  1e8      0   1 hit          6     37   2 miss      d   e miss
0000043c      2   3c      1   0 miss hit     7     38   3 miss      e   3 miss
000007fa      3  1fa      1   1 miss hit     1      f   3 miss      3   f miss
00000aec      5   ec      2   1 miss hit     0      3   2 miss      0   e miss
000001b7      0  1b7      0   0 miss hit     3     1e   3 miss      7   b miss
0000075a      3  15a      1   1 miss hit     1      d   1 miss      3   5 hit 
00000fc7      7  1c7      3   1 miss hit     2     17   0 miss      5   c miss
0000038e      1  18e      0   1 miss hit     6     36   0 miss      d   8 miss
00000eed      7   ed      3   1 miss hit     2     13   2 miss      4   e miss
00000bea      5  1ea      2   1 miss hit     0      7   2 miss      1   e miss
00000e5b      7   5b      3   1 miss hit     2     11   1 miss      4   5 miss
00000b91      5  191      2   1 miss hit     0      6   1 miss      1   9 hit 
00000f19      7  119      3   1 miss hit     2     14   1 miss      5   1 miss
00000d6f      6  16f      3   0 miss hit     5     2d   2 miss      b   6 miss
00000cfe      6   fe      3   0 hit          5     2b   3 miss      a   f miss
00000f04      7  104      3   1 hit          2     14   0 miss      5   0 hit 
00000350      1  150      0   1 miss hit     6     35   1 miss      d   5 miss
00000133      0  133      0   0 miss hit     3     1c   3 miss      7   3 miss
00000e6a      7   6a      3   1 miss hit     2     11   2 miss      4   6 miss
00000aa9      5   a9      2   1 miss hit     0      2   2 miss      0   a miss
000008dc      4   dc      2   0 miss hit     4     23   1 miss      8   d hit 
00000d73      6  173      3   0 miss hit     5     2d   3 miss      b   7 miss
000009d6      4  1d6      2   0 miss hit     4     27   1 miss      9   d hit 
00000709      3  109      1   1 miss hit     1      c   0 miss      3   0 miss
00000f63      7  163      3   1 miss hit     2     15   2 miss      5   6 miss
000006e7      3   e7      1   1 miss hit     1      b   2 miss      2   e miss
00000fb2      7  1b2      3   1 miss hit     2     16   3 miss      5   b hit 
00000ff1      7  1f1      3   1 hit          2     17   3 miss      5   f miss
00000cf1      6   f1      3   0 miss hit     5     2b   3 miss      a   f hit 
0000052d      2  12d      1   0 miss hit     7     3c   2 miss      f   2 miss
00000506      2  106      1   0 hit          7     3c   0 miss      f   0 miss
000001e0      0  1e0      0   0 miss hit     3     1f   2 miss      7   e miss
0000042b      2   2b      1   0 miss hit     7     38   2 miss      e   2 miss
00000bd6      5  1d6      2   1 miss hit     0      7   1 miss      1   d hit 
00000fea      7  1ea      3   1 miss hit     2     17   2 miss      5   e miss
000001db      0  1db      0   0 miss hit     3     1f   1 miss      7   d miss
00000b79      5  179      2   1 miss hit     0      5   3 miss      1   7 hit 
00000da3      6  1a3      3   0 miss hit     5     2e   2 miss      b   a miss
00000234      1   34      0   1 miss hit     6     30   3 miss      c   3 miss
00000c63      6   63      3   0 hit          5     29   2 miss      a   6 miss
000003ad      1  1ad      0   1 hit          6     36   2 miss      d   a hit 
00000f9f      7  19f      3   1 miss hit     2     16   1 miss      5   9 hit 
00000f54      7  154      3   1 hit          2     15   1 miss      5   5 miss
00000c7c      6   7c      3   0 hit          5     29   3 miss      a   7 miss
00000a3a      5   3a      2   1 miss hit     0      0   3 miss      0   3 miss
00000f02      7  102      3   1 miss hit     2     14   0 miss      5   0 hit 
00000f50      7  150      3   1 hit          2     15   1 hit                 
00000c64      6   64      3   0 hit          5     29   2 miss      a   6 hit 
00000575      2  175      1   0 miss hit     7     3d   3 miss      f   7 miss
00000f5e      7  15e      3   1 hit          2     15   1 hit                 
00000615      3   15      1   1 miss hit     1      8   1 miss      2   1 miss
00000107      0  107      0   0 miss hit     3     1c   0 miss      7   0 miss
00000c2c      6   2c      3   0 miss hit     5     28   2 miss      a   2 miss
00000757      3  157      1   1 hit          1      d   1 miss      3   5 hit 
0000035c      1  15c      0   1 miss hit     6     35   1 miss      d   5 hit 
00000083      0   83      0   0 miss hit     3     1a   0 miss      6   8 miss
000000ef      0   ef      0   0 hit          3     1b   2 miss      6   e miss
00000617      3   17      1   1 miss hit     1      8   1 miss      2   1 hit 
000001bd      0  1bd      0   0 hit          3     1e   3 miss      7   b hit 
00000d29      6  129      3   0 miss hit     5     2c   2 miss      b   2 miss
00000afa      5   fa      2   1 miss hit     0      3   3 miss      0   f miss
0000036f      1  16f      0   1 miss hit     6     35   2 miss      d   6 miss
00000027      0   27      0   0 miss hit     3     18   2 miss      6   2 miss
000007e9      3  1e9      1   1 miss hit     1      f   2 miss      3   e miss
0000043d      2   3d      1   0 miss hit     7     38   3 miss      e   3 hit 
00000f5b      7  15b      3   1 miss hit     2     15   1 miss      5   5 hit 
000004f6      2   f6      1   0 hit          7     3b   3 miss      e   f miss
000004f4      2   f4      1   0 hit          7     3b   3 hit                 
00000182      0  182      0   0 miss hit     3     1e   0 miss      7   8 miss
000005f4      2  1f4      1   0 miss hit     7     3f   3 miss      f   f miss
00000a82      5   82      2   1 miss hit     0      2   0 miss      0   8 miss
00000466      2   66      1   0 hit          7     39   2 miss      e   6 miss
000003d1      1  1d1      0   1 miss hit     6     37   1 miss      d   d miss
00000370      1  170      0   1 hit          6     35   3 miss      d   7 miss
000000a7      0   a7      0   0 miss hit     3     1a   2 miss      6   a miss
00000f9e      7  19e      3   1 miss hit     2     16   1 miss      5   9 hit 
00000277      1   77      0   1 miss hit     6     31   3 miss      c   7 miss
00000f7b      7  17b      3   1 miss hit     2     15   3 miss      5   7 miss
00000ae4      5   e4      2   1 miss hit     0      3   2 miss      0   e miss
00000f29      7  129      3   1 miss hit     2     14   2 miss      5   2 miss
0000084b      4   4b      2   0 miss hit     4     21   0 miss      8   4 hit 
000009f4      4  1f4      2   0 hit          4     27   3 miss      9   f miss
00000bbb      5  1bb      2   1 miss hit     0      6   3 miss      1   b hit 
00000600      3    0      1   1 miss hit     1      8   0 miss      2   0 miss
0000034e      1  14e      0   1 miss hit     6     35   0 miss      d   4 miss
00000024      0   24      0   0 miss hit     3     18   2 miss      6   2 hit 
00000993      4  193      2   0 miss hit     4     26   1 miss      9   9 miss
00000a2d      5   2d      2   1 miss hit     0      0   2 miss      0   2 miss
00000162      0  162      0   0 miss hit     3     1d   2 miss      7   6 miss
0000033d      1  13d      0   1 miss hit     6     34   3 miss      d   3 miss
000003e3      1  1e3      0   1 hit          6     37   2 miss      d   e miss
0000024c      1   4c      0   1 hit          6     31   0 miss      c   4 miss
00000d9d      6  19d      3   0 miss hit     5     2e   1 miss      b   9 miss
00000325      1  125      0   1 hit          6     34   2 miss      d   2 miss
00000a3b      5   3b      2   1 miss hit     0      0   3 miss      0   3 hit 
00000544      2  144      1   0 miss hit     7     3d   0 miss      f   4 miss
00000f81      7  181      3   1 miss hit     2     16   0 miss      5   8 miss
00000c0a      6    a      3   0 miss hit     5     28   0 miss      a   0 miss
00000244      1   44      0   1 miss hit     6     31   0 miss      c   4 hit 
00000012      0   12      0   0 miss hit     3     18   1 miss      6   1 miss
0000015f      0  15f      0   0 hit          3     1d   1 miss      7   5 miss
00000b2f      5  12f      2   1 miss hit     0      4   2 miss      1   2 miss
00000edf      7   df      3   1 miss hit     2     13   1 miss      4   d miss
00000863      4   63      2   0 miss hit     4     21   2 miss      8   6 miss
000007bb      3  1bb      1   1 miss hit     1      e   3 miss      3   b hit 
0000088d      4   8d      2   0 hit          4     22   0 miss      8   8 miss
00000254      1   54      0   1 miss hit     6     31   1 miss      c   5 miss
00000526      2  126      1   0 miss hit     7     3c   2 miss      f   2 miss
000001c5      0  1c5      0   0 miss hit     3     1f   0 miss      7   c miss
0000054a      2  14a      1   0 miss hit     7     3d   0 miss      f   4 hit 
000002fd      1   fd      0   1 hit          6     33   3 miss      c   f miss
0000078c      3  18c      1   1 miss hit     1      e   0 miss      3   8 miss
0000010b      0  10b      0   0 miss hit     3     1c   0 miss      7   0 hit 
0000012a      0  12a      0   0 hit          3     1c   2 miss      7   2 miss
000003cb      1  1cb      0   1 miss hit     6     37   0 miss      d   c miss
0000046a      2   6a      1   0 miss hit     7     39   2 miss      e   6 hit 
